id,sourceId,title,author,difficulty,popularity,about,startRow,startCol,startDirection,allowedCommands,slotsPerFunction,rows
catalog-1766,1766,Twist 2,lendesg,3,13,,4,4,down,0,"[3, 5, 4, 4, 2]","[""  rbbbg  "", "" rg b rg "", ""rg  b  rg"", ""b  bbb  b"", ""b bbbbb b"", ""b bbbbb b"", ""rg bbb rg"", "" b  b  B "", ""   brB   ""]"
catalog-1991,1991,Count to 0,ebusiness,3,13,Turn whenever you have passed an equal number of blue and green tiles.,11,0,right,0,"[10, 10, 8, 0, 0]","[""  GGBGRBBG      "", ""  B      G      "", ""  R      G GGBBR"", ""  GBBBBGRBGBGGGG"", ""         G B    "", ""         B      "", ""         B      "", "" GRRGBGGGBBRRBBG"", "" RBBGRBRGG     G"", ""               B"", ""               B"", ""bBBBBBBBGGGGGGGG""]"
catalog-2083,2083,Triangle towers II,ebusiness,3,13,"The same, yet totally different.",5,0,right,0,"[10, 10, 0, 0, 0]","[""  B             "", ""  BB            "", ""  BBB       B   "", ""  BBBB   B  BB  "", ""  BBBBB  BB BBB "", ""rrgggggrrggrgggr""]"
catalog-2121,2121,Simple Math,axorion,3,13,"C=2(A-B); Start on A, End on C, B is red to red.",11,0,right,0,"[5, 5, 5, 5, 0]","[""bbbbbbrbbrbbbbbb"", ""b              b"", ""b bbbbbbrrbbbb b"", ""b b          b b"", ""r r  bbbbrbb r b"", ""b r  B     b b b"", ""b b        r r r"", ""r bbbrbbbbbb b r"", ""b            b b"", ""bbbbbrbrbbbbbb b"", ""               b"", ""bbbbbbbrbbbbbrbb""]"
catalog-2132,2132,Stack Overflow,axorion,3,13,The stack is not empty at the corners.,11,0,right,0,"[5, 8, 5, 3, 0]","[""bbbrbbrbbBbBbbbb"", ""b        B B   r"", ""b bbbrbbrBbBbb r"", ""BBBB     B B r b"", ""b b        b r b"", ""b r        b b b"", ""b r B      b b b"", ""r bbBbbbbrrb b b"", ""R   B       BBBB"", ""BbbbBrbbbrbbbb b"", ""B              b"", ""bbbrbbbbbrbbbbbb""]"
catalog-2146,2146,Double back on red,ebusiness,3,13,,8,11,right,0,"[5, 8, 8, 3, 0]","[""   R            "", "" R B            "", "" BBBBR G        "", ""GB BBBBBBBBBBBBR"", ""   B   B B      "", ""   B RBBBBBBBBBR"", "" GBB     B B    "", ""   B     R B    "", ""   B       b    "", ""   B       B    "", ""   R       B    "", ""           R    ""]"
catalog-2151,2151,Unhackable,ebusiness,4,13,"The same as 'Double back on red', just crammed, optimised and unhackable.",9,8,right,0,"[3, 5, 4, 3, 2]","[""        RR      "", ""  R     BBBBBBBR"", ""  B  RGBBBRGB   "", ""  B  B  BGRBBBBR"", ""  B GBBBBBBRBB  "", ""  B  B  G G RB  "", ""GBBBBBBBR B  B  "", ""  B  B RBBBBBBBG"", ""  B  G    B  B  "", ""RBBBBBBBbBBR B  "", ""  B     B B  B  "", ""RBBBB   G R  R  ""]"
catalog-2227,2227,Two Way,jaex,3,13,,5,14,left,0,"[5, 10, 2, 2, 0]","[""RgGgG ggg ggg  "", ""g g g g g g g  "", ""GgGgG g g g g  "", ""g g g g g g g  "", ""GgGgGgg ggg ggg"", ""g             g"", ""GgGgGgg ggg ggg"", ""g g g g g g g  "", ""GgGgG g g g g  "", ""g g g g g g g  "", ""RgGgG ggg ggg  ""]"
catalog-2235,2235,Nested Stacks,qinn,4,13,,3,6,right,0,"[3, 10, 10, 5, 0]","[""         R  bb  "", ""RgggR   Rg bbggR"", ""g   g  Rggbb gR "", ""g RgR bgggb  bb "", ""g B           bb"", ""g       bggggggb"", ""g      bbRggggg "", ""bb    bb  gRggg "", "" bb  bb   R ggg "", ""Rgg bb      gRg "", "" Rgbb       g R "", ""  bb        R   ""]"
catalog-2263,2263,Decreasing Squares,qinn,3,13,,0,0,right,1,"[5, 5, 5, 5, 5]","[""gBBBBBBBBBBR"", ""BGBBBBBBBB B"", ""BBGBBBBB B B"", ""BBBGBB B B B"", ""BBBB B B B B"", ""BBBBBB B B B"", ""BBB    B B B"", ""BBBBBBBB B B"", ""BB       B B"", ""BBBBBBBBBB B"", ""B          B"", ""RBBBBBBBBBBR""]"
catalog-2292,2292,2 Bit Way,jaex,2,26,"GR = Forward, GG = Right, RG = Left, RR = Turn 180 & Forward",6,0,right,0,"[4, 5, 5, 0, 0]","[""GrbrrgbrgbrgbG"", ""b            r"", ""b   R     R  b"", ""r   r     r  g"", ""b   GgbrR b  b"", ""rrbgg     r  b"", ""bgrrg GgrrGbrG"", ""b   r g       "", ""r   b GgbbG   "", ""GgG b     r   "", ""g g r     b   "", ""GgG GbrbbrG   ""]"
catalog-2523,2523,Three Phase 2,axorion,3,26,No stacking required.,6,7,right,0,"[5, 5, 5, 0, 0]","[""      rbrgbg   "", ""     rb    rg  "", ""    rb grbb rg "", ""    g gb  rb rg"", "" rr r g gg rb r"", ""rGGgr bbRRg g g"", ""rGGr   gRRg r b"", "" rr grb gg gr r"", ""    b gb  gr gb"", ""    rb ggbr gb "", ""     rb    gb  "", ""      rgrbgb   ""]"
catalog-2529,2529,colourgame,tier,3,13,youe don't need all places? Please say it to me!,6,7,right,1,"[4, 4, 5, 4, 0]","[""      R  RgrrR"", ""      R  r   g"", ""      R  R   r"", ""BbrrRgRgbRrrrR"", ""    g b  g   g"", ""    r g  r   r"", ""    r RrgRrbgR"", ""    r    r    "", ""    RgrrrRrrrR"", ""    r    r   g"", ""    b    g   r"", ""    B    RrrgR""]"
catalog-2623,2623,It must have been love,carrben12,3,13,But it's over now,3,0,right,0,"[6, 4, 2, 2, 2]","[""  rRr   rBr  "", "" rr rr rr rr "", ""rr   rrr   rr"", ""rr    R    rR"", "" rr       rr "", ""  rr     rr  "", ""   rr   rr   "", ""    rr rr    "", ""     rBr     "", ""      r      ""]"
catalog-2653,2653,Quadrant,axorion,3,13,Three custom copies.,5,5,up,0,"[4, 6, 6, 6, 0]","[""  BRRBBBB  "", "" BRB R BBB "", ""BRRRBRBBBBB"", ""RBRRBRBBBBB"", ""R BB R BB B"", ""BRRRRgBBBBB"", ""B BB B BB B"", ""BBBBBBBBBBB"", ""BBBBBBBBBBB"", "" BBB B BBB "", ""  BBBBBBB  ""]"
catalog-2687,2687,Pushing Teal,axorion,3,13,Nothing new. Optimized 1663: Dizzy Distance,1,0,down,0,"[8, 0, 0, 0, 0]","["" rbgbggbgggbbbbr"", ""bb       rggbr g"", ""bb rrrrrrr   g g"", ""gb r r r R   b g"", ""bg r r rR Rr b b"", ""bb r r   R r g b"", ""bb r rrrrr r b b"", ""bb r       r b b"", ""gb rrrrrrrrr g g"", ""bg           b b"", ""brbbgbbgggbggr b"", ""rbbbbbbgbbbbbbgr""]"
catalog-2705,2705,Eastern Constellation,axorion,3,13,Daily RoboZZle,5,0,down,0,"[6, 6, 6, 6, 0]","[""gBb            "", ""b b   gBb      "", ""b b   b b   gBb"", ""B b   b bgBbb b"", ""  bgBbb bb bb b"", ""b gB gB gB gB R"", ""b bgBbb bb bb b"", ""b b   b bgBbb b"", ""b b   b b   gBb"", ""b b   gBb      "", ""gBb            ""]"
catalog-2950,2950,Trail of Shadows,axorion,3,13,A little less foreboding than the Path of Darkness 2946.,11,0,up,0,"[7, 7, 5, 5, 3]","[""rbbggbbbggbbbgbr"", ""grbgbbbggbbbggrb"", ""gb            bg"", ""bb rrrrr      bg"", ""bg r   rr     bb"", ""bb rrr  rrrr  gb"", ""gb   r   r rr bg"", ""gb  rr  rr  r bb"", ""bg rr  Rr  Rr gg"", ""bg r          bg"", ""bb rgbbggbbgbbrb"", ""brbggbbggbbbggbr""]"
catalog-2962,2962,Second Chance,kraker,3,13,but don't look back,11,15,up,0,"[3, 7, 0, 0, 0]","[""RbbbbbbbbbbbbbbR"", ""b              b"", ""b              b"", ""b  GbbbbbbbbR  b"", ""b  b     b  b  b"", ""b  b     b  b  b"", ""b  b     b  b  b"", ""b  bR    b  b  b"", ""b  RbbbbbR  b  b"", ""b           b  b"", ""b           b  b"", ""Rbbbbbbbbbbbbbbg""]"
catalog-2973,2973,Hélices de Feu ,benjaminrr,3,13,,6,6,right,1,"[6, 6, 0, 6, 0]","["" GgGGgG      "", ""  GgGGg     G"", ""   GgGG    Gg"", ""    GgG   GgG"", ""     Gg  GgGG"", ""      b GgGGg"", ""GgGGgbrbgGGgG"", ""gGGgG b      "", ""GGgG  gG     "", ""GgG   GgG    "", ""gG    GGgG   "", ""G     gGGgG  ""]"
catalog-3098,3098,5 Stars - Other,shaggy12,3,13,,11,10,left,0,"[9, 0, 0, 0, 0]","[""  bGb      "", "" bb bb     "", ""Rb   bR    "", ""rb   br    "", "" bb bb     "", ""  BbB      "", ""   r       "", ""   r       "", ""   r       "", ""   r       "", ""   r       "", ""   grrrrrrr""]"
catalog-3121,3121,Easy tree,pulver,4,13,...with a twist,10,8,up,0,"[2, 10, 0, 0, 0]","[""  R R R R  R  R "", ""  B B B B  B  B "", ""RBGBGBGBGBBGBBGR"", ""  B B B R  R  R "", ""  B B B         "", ""  B R R R R R R "", ""  B B B B B B B "", ""  B B B B B B B "", ""RBGBGBGBGBGBGBGR"", ""  B B B B B B B "", ""  B B B g B B B "", ""  R R R B R R R ""]"
catalog-3149,3149,Counting spiral,yaxlat,2,13,What to count?,0,0,right,0,"[5, 4, 2, 4, 2]","[""bbbGbGbbbGr"", ""          b"", ""          b"", ""   bGbGr  b"", ""   b   b  b"", ""   b  Gb  b"", ""   b      b"", ""   rbGGbbGb""]"
catalog-3270,3270,Torn Paper,benjaminrr,3,13,,0,0,down,5,"[10, 7, 7, 0, 0]","[""gGGGGGGGGGGG"", ""GGGGGGGGGGGG"", ""GGGGGGGGGGG "", ""GGGGGGGGGG  "", ""GGGGGGGGG  g"", ""GGGGGGGG  gg"", ""GGGGGGG  ggg"", ""GGGGGG  gggg"", ""GGGGG  ggggg"", ""GGGG  gggggg"", ""GGG  ggggggg"", ""GG  gggggggg""]"
catalog-3677,3677,Von Koch,denisb,3,13,full version  (see comment),8,0,right,3,"[5, 3, 3, 3, 2]","[""        GGG     "", ""        G G     "", ""      GGG GGG   "", ""      B     B   "", ""    BBB     BBB "", ""    B         B "", ""  RRRBB     BBRR"", ""  R R B     B R "", ""rRR RRR     RRR ""]"
catalog-3689,3689,Recursive,avalancher,3,13,thinking stacks,5,1,down,4,"[10, 10, 0, 0, 0]","[""GbbbRbbbG"", ""    b    "", "" GbbRbbG "", ""    b    "", ""    b    "", "" bbbr    "", ""    b    "", ""    b    "", "" GbbRbbG "", ""    b    "", ""gbbbRbbbG""]"
catalog-4333,4333,"""Off-By-One"" Error 3",theme,3,13,Finally no alternatives!,11,0,right,2,"[3, 5, 0, 0, 0]","[""bbbbbbbrgbgggbbb"", ""g              b"", ""g bbbbbrbbgbbb b"", ""g g          b b"", ""g b bbbrbggb b b"", ""r r B      r r r"", ""b b        g b g"", ""b bbggbrbbbb b b"", ""b            b b"", ""bgbgbgbrbbbbbb b"", ""               g"", ""bgbbbgbbrbbbbbbb""]"
catalog-4455,4455,My first try,jojoshow,3,13,,11,0,up,0,"[5, 2, 6, 6, 2]","[""b g b g r b b b "", ""b b b b bbRbb b "", ""b b b R b b r b "", ""gbb b bbb b b b "", ""b b gbb b bbb r "", ""b b b b b g Bbb "", ""b r b b b bbb b "", ""b bBr b b b b b "", ""b b bbG b b b b "", ""r b g b b b bbb "", ""bbb b b b b G bB"", ""g g b b gbb b g ""]"
catalog-4549,4549,Maze (Hard),vorujack,3,13,Track Red Line,8,2,right,7,"[5, 0, 0, 0, 0]","[""rrrrrrrrrrrrr"", ""rbbbbbbbbbbbb"", ""rbbRRRRRRRRrr"", ""rbbRBBBBBBBbr"", ""rbbRBBBBBBRbr"", ""rbbRBBBBBBRbr"", ""rbbRBBBBBBRbr"", ""rbbRRRRRRRRbr"", ""rbbbbbbbbbbbr"", ""rrrrrrrrrrrrr""]"
catalog-4559,4559,Where would you turn?,mohammadhm,2,13,By MHM,7,0,up,0,"[5, 5, 0, 0, 0]","[""R"", ""B"", ""B"", ""B"", ""R"", ""B"", ""B"", ""b"", ""B"", ""B""]"
catalog-7222,7222,Big Maze,scorpio,3,13,Which hand do you prefer?,2,14,up,7,"[10, 5, 5, 0, 0]","[""    R    R R  R "", ""RbbbRbR RRgRggRR"", ""    g  R g R  g "", ""  R g RRgRR RbRR"", ""RbRgRR g R R  R "", ""  R g RRR RRbR  "", "" R  g  g R g  R "", ""RRggRggRgRgRR b "", "" g  R  b g R RRR"", "" g R   R g  R g "", ""RRgRbbR RRggRgRR"", "" R R     R  R R ""]"
catalog-7248,7248,"Oops, back again",myname,2,13,go too far,5,1,right,4,"[3, 5, 0, 0, 0]","[""       r r "", "" brbrbbbbb "", "" b B B B r "", ""rbBbBbBbBb "", "" b B B B b "", "" bBbBbBbBbr"", "" b B B B b "", "" bBbBbBbBbr"", "" r B B B b "", "" bbbbbbbrb "", ""     r     ""]"
catalog-8640,8640,#11 puzzle,Shanou,2,13,,4,6,right,0,"[6, 3, 0, 0, 0]","[""GGGGGGGGGGGGG"", ""G G G B G G G"", ""GGBgRGGGRgBGG"", ""G G G B G G G"", ""GBGBGBbBGBGBG"", ""G G G B G G G"", ""GGBgRGGGRgBGG"", ""G G G B G G G"", ""GGGGGGGGGGGGG""]"
catalog-8774,8774,A trip to the top (Part two),drmazhar,2,13,"Dr Mazhar advice ""Do the same as Part one""",7,0,right,7,"[6, 4, 7, 0, 0]","[""       BB       "", ""      BBBB      "", ""     BBBBBB     "", ""    BBBBBBBB    "", ""   BBBBBBBBBB   "", ""  BBBBBBBBBBBB  "", "" BBBBBBBBBBBBBB "", ""bBBBBBBBBBBBBBBR""]"
catalog-9808,9808,Colorful line,21s5039,2,13,Follow the colors!,6,7,right,7,"[5, 4, 7, 4, 0]","[""bbbrbbbbbbbbr   "", ""bbbbbbbbbbbbb   "", ""bbbbbbbbbbbbb   "", ""bbbbbbbbbbbbb   "", ""bbbbbbbbbbbbb   "", ""bbbbb    bbbb rr"", ""bbbbb  rbbbbr bb"", ""gbbgb         gg"", ""rrrrrrRRggggb   "", ""rrrrrrRRggggg   "", ""rrrrrrrrggggg   "", ""grrrrrrrrrrrb   ""]"
catalog-9872,9872,Apple tree,akabab,2,13,Can you grab the last apple ?,0,12,left,0,"[3, 6, 0, 0, 0]","[""gbbbbbbbbbbbg"", ""      b      "", ""      b      "", ""      b  g   "", ""      b Rb   "", ""      bbbbbbg"", ""      b      "", ""      b      "", ""      b      "", ""      b      "", ""      g      ""]"
catalog-10357,10357,Special Spiral,drmazhar,2,13,Good Luck,11,0,right,0,"[2, 10, 0, 0, 0]","[""RBBBBBBBBBBBBBBR"", ""BB         BBBBB"", ""BB            BB"", ""BB RBBBBBBBBR BB"", ""BB BB   BBBBB BB"", ""BB BB      BB BB"", ""BB BB   BB BB BB"", ""BB RBBBBBR BB BB"", ""BBB        BB BB"", ""RBBBBBBBBBBBR BB"", ""              BB"", ""bBBBBBBBBBBBBBBR""]"
catalog-10398,10398,Filter,drmazhar,3,13,"Dr Mazha's advice ""Store only the distances that can be used for spiral.""",3,3,down,0,"[6, 2, 3, 0, 0]","[""RBBBBBR        "", ""BRBBBRB        "", ""BBRBRBB        "", ""BBBrBBB        "", ""BBBBBBB        "", ""BBBBBBB  bbbbbb"", ""BBBBBBB  b    b"", ""BBBBBBB  b Bb b"", ""BBBRRBB  b  b b"", ""BBRBBRB  bbbb b"", ""BRBBBBR       b"", ""RBBBBBBGbbbbbbb""]"
catalog-11177,11177,Beachcombing,axorion,3,13,1284: Island Hopping 2,0,0,right,0,"[10, 0, 0, 0, 0]","[""bBB BBB BBBBBBB"", ""BgB BgrbrgggggB"", ""BgB BgB BBBBBrB"", ""BgrbrgB      b "", ""BgB BBB BBB BrB"", ""BgB     BgB BgB"", ""BgB BBB BgB BgB"", ""BgB BgrbrgB BBB"", ""BgB BgB BBB    "", ""BgrbrgB     BBB"", ""BgB BgrbbbbbrgB"", ""BBB BBB     BBB""]"
catalog-12574,12574,Odds and Evens (Lite edition),scorpio,3,13,Useful for #12522,0,0,down,0,"[5, 5, 5, 0, 0]","[""b       Bbbbbbbg"", ""b       b      b"", ""b     Bbg Bbbg b"", ""b     b   gB b b"", ""b   Bbg      b b"", ""b   b    gbbbB b"", ""b   b    b     b"", ""b   b    b gbbbB"", ""b   b    b b    "", ""b   gbbbbB b    "", ""b          b    "", ""gbbbbbbbbbbB    ""]"
catalog-12647,12647,unsolved,tjwjdgjs22,2,13,.,6,6,right,0,"[3, 3, 0, 0, 0]","[""bbbbbgggr bbbgr"", ""g       r g   r"", ""g       r g   r"", ""g       r r   r"", ""r       g r   r"", ""r       g r   g"", ""r     gbb rB  g"", ""r             g"", ""rggggggbbbbbbbb""]"
catalog-13951,13951,Iteration ,MYFZ,2,13,Team 7 (also uses selection),6,5,right,0,"[8, 0, 0, 0, 0]","[""RggGgggGggR"", ""bb       bb"", "" Bb     bB "", ""  bB   Bb  "", ""   bb bb   "", ""    BbB    "", ""     b     ""]"
catalog-570,570,Blue X,rafaelromao,2,2985,,2,2,right,0,"[4, 0, 0, 0, 0]","[""GGGGG"", ""GbGbG"", ""GGbGG"", ""GbGbG"", ""GGGGG""]"
catalog-999,999,Get The Greens,rafaelromao,1,516,,9,9,right,0,"[4, 0, 0, 0, 0]","[""GGG          GGG"", ""G G          G G"", ""GGbbbbbbbbbbbbGG"", ""  b          b  "", ""  b          b  "", ""  b          b  "", ""  b          b  "", ""  b          b  "", ""  b          b  "", ""GGbbbbbbbbbbbbGG"", ""G G          G G"", ""GGG          GGG""]"
catalog-132,132,Split,recursive,3,296,"So close, yet so far",8,0,up,0,"[2, 10, 0, 0, 0]","[""gbbbBr"", ""b     "", ""b     "", ""b     "", ""b     "", ""b     "", ""b     "", ""b     "", ""b     "", ""B     ""]"
catalog-116,116,I'm Batman,raijuzero,3,267,A themed descent into madness.,1,7,left,0,"[5, 5, 4, 0, 0]","[""bbbbbbbbbbBbbbb"", ""bbbbbbbrbbbbbbb"", ""bbB  bbbbb  Bbb"", ""bB  bb b bb  Bb"", ""r   bb   bb   b"", ""b             b"", ""b             b"", ""b             b"", ""b  bb b b bb  r"", ""bB  bbb bbb  Bb"", ""bbB  bbbbb  Bbb"", ""bbbrbbbRbbbbbbb""]"
catalog-1008,1008,Dampening II,snydej,3,38,,11,0,up,0,"[5, 5, 0, 0, 0]","[""GGGGGGGGGGGGGGGG"", ""b b b b b b b b "", ""b b b b b b b b "", ""b b b b b b b b "", ""b b b b b b b B "", ""b b b b b b B   "", ""b b b b b B     "", ""b b b b B       "", ""b b b B         "", ""b b B           "", ""b B             "", ""b               ""]"
catalog-1440,1440,Monolithic III,axorion,3,38,Two knights in a culdesac.,11,1,right,0,"[10, 0, 0, 0, 0]","[""Bg          "", "" ggg        "", ""   ggg      "", ""     ggg    "", ""       ggg  "", ""         ggg"", ""         rrr"", ""       rrr  "", ""     rrr    "", ""   rrr      "", "" rrr        "", ""Rr          ""]"
catalog-758,758,Rounded Corner Spiral,markbyers,2,139,,11,0,right,0,"[10, 0, 0, 0, 0]","["" rbbbbbbbbbbbbb "", ""bb            br"", ""b  rbbbbbbbbb  b"", ""b bb        br b"", ""b b   rbbbb  b b"", ""b b  Bb   br b b"", ""b rb      bb b b"", ""b  bbbbbbbr  b b"", ""rb          bb b"", "" bbbbbbbbbbbr  b"", ""              bb"", ""bbbbbbbbbbbbbbr ""]"
catalog-19,19,Red loop,igoro,2,1085,,1,1,right,0,"[5, 0, 0, 0, 0]","[""bbb     bbb"", ""brRRRRRRRRb"", ""bR       Rb"", "" R       R "", "" R       R "", "" R       R "", "" R       R "", ""bR       Rb"", ""bRRRRRRRRRb"", ""bbb     bbb""]"
catalog-2026,2026,color code,onqt,2,213,easy,6,7,right,0,"[4, 2, 2, 0, 0]","[""brbb brbbb  "", ""r  r g   r  "", ""bB bgb brb  "", ""       g    "", "" brbbb bgbbb"", "" b   r     r"", "" b brb bgb b"", "" b g     g b"", "" b bgbbbbb b"", "" r         b"", "" bbbbbbbbbrb""]"
catalog-224,224,Evil Green,surgency,2,977,,3,2,right,0,"[6, 4, 0, 0, 0]","[""ggrbbbg B"", ""b     g b"", ""b Ggbbr b"", ""b bgbbb b"", ""b rbbbb b"", ""b gbbbb b"", ""rggbbbG b"", ""g       b"", ""gbbbbbrgg""]"
catalog-180,180,Red lines,evko,3,25,,11,0,right,1,"[10, 5, 0, 0, 0]","[""BBBBBBBBBBBBBBBG"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""bBBBBBBBBBBBBBBR""]"
catalog-972,972,Count Sequences,markbyers,3,25,Count the number of sequences of green or blue.,0,0,right,0,"[5, 5, 5, 5, 5]","[""ggggbbbbbggggrrr"", ""               g"", ""rgbggbgbrrrrrr g"", ""r            b b"", ""b rbbgbgrrrr g b"", ""b g        b g g"", ""b g G      b b b"", ""b g rrrbgbbr r b"", ""g g          r r"", ""g rrrbbbgbbbbr r"", ""g              r"", ""rrrrrrrbgbgbggbr""]"
catalog-15100,15100,functions without functions,SamPanda129,2,25,how is it done?,3,0,right,0,"[6, 0, 0, 0, 0]","[""              gG"", ""             rg "", ""            gg  "", ""bbbbbbbbbbbbr   ""]"
catalog-2183,2183,easy paint,onqt,2,37,,9,8,left,5,"[5, 0, 0, 0, 0]","[""RBBBBR   "", ""B    B   "", ""RBR  B   "", ""B B  B   "", ""B RBBBBR "", ""B BRBBRB "", ""B BBRRBB "", ""B BBRBRB "", ""B BRBBBR "", ""RBRBBGBBb"", ""B B  B   "", ""RBRBBR   ""]"
catalog-984,984,Pinwheel,beaza,2,49,,3,3,right,0,"[7, 0, 0, 0, 0]","[""    G   "", ""    G   "", ""    G   "", ""GGGrr   "", ""   rrGGG"", ""   Gb   "", ""   Gb   "", ""   Gb   "", ""    b   "", ""    b   "", ""    b   "", ""    b   ""]"
catalog-1515,1515,o.O,neotoby,2,49,Let the functinon build the puzzle.,4,2,left,0,"[5, 4, 0, 0, 0]","[""  GbbG"", ""  b  b"", ""GgG  b"", ""b bGgG"", ""Gbgb  "", ""  RG  ""]"
catalog-648,648,Tight Area,rafaelromao,2,2101,Easy,5,0,right,0,"[2, 2, 2, 2, 2]","[""R"", ""b"", ""g"", ""b"", ""g"", ""b"", ""g"", ""b"", ""g"", ""b"", ""R""]"
catalog-2325,2325,Square Object,jaex,2,183,,5,5,right,0,"[10, 0, 0, 0, 0]","[""r         r"", ""  rbbGbbr  "", "" rR  B  Rr "", "" b r B r b "", "" b   B   b "", "" GBBBbBBBG "", "" b   B   b "", "" b r B r b "", "" rR  B  Rr "", ""  rbbGbbr  "", ""r         r""]"
catalog-811,811,Counting by turns,0cache,2,85,(a hint for Bad Medicine),3,0,down,0,"[4, 5, 0, 0, 0]","[""rr Gr"", ""Grrrr"", "" r r "", ""rr rG"", ""rG rr""]"
catalog-103,103,"left on grn, right on blu",jacob_c,2,388,,10,5,up,0,"[4, 5, 5, 0, 0]","[""     R "", ""     r "", ""GGg brb"", ""GbrrrgB"", ""grg bBB"", "" r     "", ""grg bBB"", ""GbrrrgB"", ""GGg brb"", ""     r "", ""     r ""]"
catalog-745,745,glasses,timotheeee,2,109,,0,4,down,0,"[3, 3, 0, 0, 0]","[""   bb bB   "", ""    b b    "", ""    b b    "", ""    b b    "", ""bbbbbrbbbbb"", ""b   r r   b"", ""bgggb bgggb"", ""rgrgb bgrgr"", ""bgggb bgggb"", ""b   b b   b"", ""bbrbb bbrbb""]"
catalog-172,172,1-2-3-4... emm... 5...,evko,4,12,"see ""1-2-3-4-5"" as hint",10,5,up,1,"[10, 5, 5, 5, 5]","["" BbBbBbBbB "", ""B BbBbBbB B"", ""bB BbBbB Bb"", ""BbB BbB BbB"", ""bBbB B BbBb"", ""BbBbBgBbBbB"", ""bBbB B BbBb"", ""BbB BbB BbB"", ""bB BbBbB Bb"", ""B BbBbBbB B"", "" BbBbbbBbB ""]"
catalog-271,271,Stack Magic: Episode II,snydej,5,12,A Stack of the Clones (Actual Description: Stack Magic + Tree),11,13,up,0,"[10, 10, 10, 10, 0]","[""       GBBBBBBG"", ""GBRBRRRB      B"", ""B R    GRR RRRR"", ""GBRRR    R R  B"", ""  RRRRRRRR R  R"", "" BRRR      B  R"", ""      GBBRBG  R"", ""B     B  R    B"", ""R     R  R     "", ""RRG RRR  RRRBG "", ""  RRRRR      B "", ""  GBG B      r ""]"
catalog-294,294,Search the World,snydej,4,12,"Oh, the depths I will go to to try to be first.",6,7,right,4,"[6, 6, 0, 0, 0]","[""     BBB   BBBB "", ""    BGGGBBBGGGGB"", ""    BGBGGGGGGGGB"", ""    BGBGBBBGBBGB"", ""    BGBGB BGBBGB"", ""   BBGBGBBBGBBGB"", ""  BGGGBgGGGGBBGB"", "" BGGGGBBBBBB BGB"", ""BGGGGGB      BGB"", "" BGGGGBBBBBBBBGB"", ""  BGGGGGGGGGGGGB"", ""   BBBBBBBBBBBB ""]"
catalog-351,351,Plus or Minus One and...,snydej,5,12,...Jump on Red,3,0,down,0,"[10, 10, 10, 10, 10]","[""   B            "", ""  BBB B         "", "" BBBBBBB   B   B"", ""bBBBBBBBB BBB BB"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB"", ""BRRRBBRBBBRRBBRR"", ""B   BB BBB  BB  "", ""GRRRGGRGGGRRGGRR""]"
catalog-399,399,Modulo,snydej,4,12,Blue = Red mod Green,0,0,right,0,"[10, 10, 10, 10, 10]","[""bRRRGGB        "", ""BRRGGGGBB      "", ""BRRRRRRRRGGGBB "", ""BRRRRRGGB      "", ""BRRRRRRRGGGGBBB"", ""BRGGB          "", ""BRRRRGGGB      "", ""BRRRRRGGGBB    "", ""BRRRRRRGGGGBB  "", ""BRRRGGGGBBB    "", ""BRRRRRRRRRRGGGB"", ""BRRRGGGGGBBB   ""]"
catalog-426,426,Fractal,snydej,4,12,,4,6,up,2,"[10, 10, 5, 5, 5]","[""B   B   B   B"", ""BBBBB   BBBBB"", ""B B B   B B B"", ""  B       B  "", ""  BBBBbBBBB  "", ""  B   B   B  "", ""B B B B B B B"", ""BBBBB B BBBBB"", ""B   B B B   B"", ""      G      ""]"
catalog-495,495,Mountain,markbyers,4,12,,0,5,down,1,"[10, 10, 10, 5, 0]","[""     b     "", ""    bbb    "", ""    B B    "", ""   bbbbb   "", ""   B B B   "", ""  bbbbbbb  "", ""  B B B B  "", "" bbbbbbbbb "", "" B B B B B "", ""bbbbbbbbbbb"", ""B B B B B B""]"
catalog-573,573,Twisted Tree,markbyers,3,12,,11,8,up,0,"[10, 5, 5, 5, 0]","[""  B        B    "", ""  b B      b bbB"", ""  gbg B    gbg  "", ""  b bbg B  bbg  "", ""Bbb   gbgBbb    "", ""      b bbggB   "", ""    Bgb   b     "", ""     gbb bgB    "", ""   gbb b b      "", ""   b   BbgB     "", "" Bbb    b       "", ""        b       ""]"
catalog-743,743,Battery,cybermg,3,24,See: Dizziness,8,6,up,0,"[10, 0, 0, 0, 0]","[""gbbbbbbbbgbbbg"", ""b            b"", ""bgbbbbbbg    b"", ""bb      b    b"", ""bb      b    b"", ""gg     gg   gg"", ""       gbbG b "", ""ggggggg     b "", ""grrrrrrbbbbbg "", ""ggggggg       ""]"
